position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
215;ARTE Concert;UUk3OJiLvMM;2023-10-06T16:00:32Z;2023-10-06 16:00:32;Ede bei Chat with a DJ - ARTE Concert;Eren Yazici aka Ede hat ein feines Gespür für eingängige Hooks. Neue Deutsche Welle trifft auf House mit Balearic Flair. Seine Veröffentlichungen auf Gerd Jansens Running Back oder Watergate Records haben allesamt Ohrwurm-Charakter und sind Pop im besten Sinne des Wortes. Und auch als DJ weiß er, wie man Vocals und klassische Songstrukturen in ein House-Korsett übersetzt. In der neuen Staffel „ChatWithA_DJ“ lässt ARTE Concert wieder die Mischpulte glühen! Ab Donnerstag, den 14. September lädt « ChatWithA_DJ » alle zwei Wochen ab 20 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen. Visuals by Jem The Misfit ____________ [AVAILABLE UNTIL 05/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;Ede,EDE,Chat with a DJ,Chat with a DJ 2023,DJ Set,DJ,House,Electro,Techno,ARTE Concert,ARTE;10;Music;Electronic_music,Hip_hop_music,Music,Pop_music;PT1H1M18S;78;2d;hd;FALSE;;;https://i.ytimg.com/vi/UUk3OJiLvMM/maxresdefault.jpg;1;;;;3543;96;;0;5
216;ARTE Concert;wfTk5EiWrgg;2023-10-05T18:00:25Z;2023-10-05 18:00:25;Valentin bei Chat with a DJ - ARTE Concert;VALENTIN stammt aus einer klassischen Musikerfamilie und kreiert heute einen Sound, der ihr Leben widerspiegelt - mit allen Einflüssen, die sie geprägt haben. Man hörte ihr Set schon 2018 auf der Fusion, seit 2019 in den Clubs von Berlin und 2021 als Supportact von MiA. auf der Limbo Deutschlandtour. ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen Visuals by Grigory Gromov ____________ [AVAILABLE UNTIL 04/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;Valentin,VALENTIN,Chat with a DJ,Chat with a DJ 2023,House,Techno,DJ,DJ Set,ARTE Concert,ARTE;10;Music;Electronic_music,Music;PT42M46S;2566;2d;hd;FALSE;;;https://i.ytimg.com/vi/wfTk5EiWrgg/maxresdefault.jpg;1;;;;3659;82;;0;4
217;ARTE Concert;y7CAetMX8dE;2023-10-05T16:00:47Z;2023-10-05 16:00:47;Sarah Wild bei Chat with a DJ - ARTE Concert;In ihren DJ-Sets verbindet Sarah Wild wavigen Proto-House und Piano-Euphorie mit einer Italo-Disco-Schlagseite. Hier und da ein paar gut gelaunte Acid-Sequenzen zur Verfeinerung und fertig ist ein House-Sound wie gemacht für Labels wie Permanent Vacation (wo sie auch schon veröffentlicht hat), Running Back oder natürlich ihrem eigenen Label Midnight Operators. In der neuen Staffel „ChatWithA_DJ“ lässt ARTE Concert wieder die Mischpulte glühen! Ab Donnerstag, den 14. September lädt « ChatWithA_DJ » alle zwei Wochen ab 20 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen. Visuals by Jem The Misfit ____________ [AVAILABLE UNTIL 04/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,ARTE Concert,Sarah Wild,Chat with a DJ,Chat with a DJ 2023,Techno,House,DJ,Electro,DJ Set;10;Music;Electronic_music,Music;PT1H41S;41;2d;hd;FALSE;;;https://i.ytimg.com/vi/y7CAetMX8dE/maxresdefault.jpg;1;;;;5609;207;;0;25
218;ARTE Concert;V5ZLisXhUzE;2023-10-05T14:00:21Z;2023-10-05 14:00:21;Ava Irandoost bei Chat with a DJ - ARTE Concert;Ava Irandoost ist eine preisgekrönte Filmemacherin, Performance-Künstlerin, Musikproduzentin und DJ. Sie wuchs in Teheran auf und verließ ihr Land mit 18 Jahren, um Architektur an der Universität der Künste in Berlin zu studieren. ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen Visuals by Grigory Gromov ____________ [AVAILABLE UNTIL 04/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;Ava Irandoost,Chat with a DJ,Chat with a DJ 2023,House,Techno,Dj,DJ Set,ARTE Concert,ARTE;10;Music;Electronic_music,Music;PT1H2M3S;123;2d;hd;FALSE;;;https://i.ytimg.com/vi/V5ZLisXhUzE/maxresdefault.jpg;1;;;;1623;59;;0;4
219;ARTE Concert;GFypDROjh8g;2023-10-03T16:00:11Z;2023-10-03 16:00:11;Josi Miller bei Chat with a DJ - ARTE Concert;Josi Miller ist Host und Moderatorin von CWADJ. Die in Berlin lebende DJ, Produzentin, Sängerin und Podcasterin stand bis 2019 für den Leipziger Rapper Trettmann an den Turntables. Sie moderiert außerdem gemeinsam mit Helen Fares den Podcast „Homegirls“ und produziert mit Stefan Heinrich für das Projekt „Import Export“ experimentell-elektronische Musik. Bei CWADJ bringt sie heute selbst die Beats ins Studio! ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen Visuals by Prizesin Haralt ____________ [AVAILABLE UNTIL 02/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;Josi Miller,DJ,Techno,Electro,Chat with a DJ,Chat with a DJ 2023,ARTE Concert,ARTE;10;Music;Electronic_music,Hip_hop_music,Music,Pop_music;PT1H32S;32;2d;hd;FALSE;;;https://i.ytimg.com/vi/GFypDROjh8g/maxresdefault.jpg;1;;;;4202;100;;0;11
220;ARTE Concert;j3Y-ulxZmQQ;2023-10-02T16:00:29Z;2023-10-02 16:00:29;KIMSWIM bei Chat with a DJ - ARTE Concert;"""Musik ist fließend und am Ende geht es um Energie. – KIMSWIM möchte mit ihrem Sound nicht in eine Schublade gesteckt werden. Von funkigen House-Grooves bis hin zu bouncigem Ghetto, Tech, Breaks und Electro. Die in Berlin lebende Artist vermischt verschiedene Genres auf spielerische Art und Weise, was ihren Stil so vielfältig macht wie das Publikum auf den internationalen Dancefloors. Mittlerweile spielt die ehemalige Jurastudentin Debüts in London, Istanbul und Amsterdam. ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen Visuals by Prizesin Haralt ____________ [AVAILABLE UNTIL 01/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/";KimSwim,DJ,House,Electro,Techno,Berlin,ARTE Concert,Chat with a DJ,Chat with a DJ 2023,ARTE;10;Music;Electronic_music,Hip_hop_music,Music,Pop_music;PT1H7S;7;2d;hd;FALSE;;;https://i.ytimg.com/vi/j3Y-ulxZmQQ/maxresdefault.jpg;1;;;;5203;132;;0;6
221;ARTE Concert;f1Ta4dNXdh4;2023-10-02T12:36:15Z;2023-10-02 12:36:15;QNOE bei Chat with a DJ - ARTE Concert;Verwurzelt in der klassischen DJ-Kultur und geprägt von einem persönlichen Hip-Hop-Hintergrund, war Qnoes treibende Kraft immer seine Neugier und der Drang, sich musikalisch weiterzuentwickeln. Dabei zeichnet ihn seine Hingabe für zeitgenössische Clubmusik aus, die von Techno-, Rap-, Grime-, Jungle- und House-Einflüssen geprägt ist. Mittlerweile ist er weltweit in Clubs und auf Festivals von Tokio bis New York gefeiert. Das hat den Qnoe geformt, den man heute kennt – zu einem Reisenden, der Stimmungen und Klänge mit einem innovativen Stil auf die Bühne bringt. ChatWithA_DJ: In der neuen Reihe „ChatWithA_DJ“ lässt ARTE Concert die Mischpulte glühen! Ab Donnerstag, den 6. April lädt « ChatWithA_DJ » alle zwei Wochen ab 18 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen. Visuals by Prizesin Haralt ____________ [AVAILABLE UNTIL 03/10/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;ARTE,Autre,TV,Qnoe,Chat with a DJ,Chat with a DJ 2023,DJ,Techno,House,ARTE Concert;10;Music;Electronic_music,Hip_hop_music,Music;PT1H58S;58;2d;hd;FALSE;;;https://i.ytimg.com/vi/f1Ta4dNXdh4/maxresdefault.jpg;1;;;;1570;49;;0;2
222;ARTE Concert;e7fd3PqXn8k;2023-10-02T07:50:37Z;2023-10-02 07:50:37;"Autumn vibes 🍂 Sting sings ""Shape of my heart"" inside the Panthéon, Paris – ARTE Concert";Two years ago, Sting was giving a special performance in the monumental surroundings of the Pantheon in Paris. An incredible memory and an iconic music session ! More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;sting arte,sting arte concert,sting arte 27 novembre 2021,sting arte panthéon,sting panthéon,sting pantheon fip,sting fip,ARTE,Concert,sting the bridge,sting the bridge live,arte concert,panthéon concert,panthéon live,50 ans de fip,Panthéon-Centre des Monuments Nationaux,50 ans de fip sting,sting live au panthéon,live concert,sting,sting concert panthéon;10;Music;Music,Pop_music;PT1M;60;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/e7fd3PqXn8k/maxresdefault.jpg;1;;;;5999;374;;0;9
223;ARTE Concert;pmIEpTLUWeo;2023-09-30T18:35:29Z;2023-09-30 18:35:29;Deena Abdelwahed : live at ARTE Mix O Trabendo 2023;#DEENAABDELWAHED #ARTEMIXOTRABENDO La DJ tunisienne Deena Abdelwahed fait onduler ARTE Mix o Trabendo avec un DJ set à la fois avant-gardiste et hédoniste sous influences orientales. Deena Abdelwahed est d’origine tunisienne mais a passé toute son enfance et son adolescence au Qatar. Jeune adulte, elle retrouve le pays de ses racines et y découvre l’électricité des concerts et des soirées club de Tunis. Bien décidée à rejoindre le mouvement, la jeune femme se fait DJ et devient membre du collectif Arabstazy. C’est le début d’une carrière partagée entre l’Europe et le monde arabe, guidée par le besoin constant d’expérimenter. L’univers de Deena Abdelwahed se déploie bien sûr lors de DJ set et de performances live enflammés mais également en studio, la musicienne ayant publié les opus Khonnar (2018) et Dhakar (2020) au sein du label InFiné. Dans les clubs comme en album, la Tunisienne se sert de la musique comme d’un vecteur d’émotions et de réflexions : rien de mieux que faire danser tout en tordant le cou aux préjugés et aux idées rétrogrades. C’est tout son univers avant-gardiste que Deena Abdelwahed dévoile à ARTE Mix o Trabendo. Rencontre avec l’une des meilleures ambassadrices de la scène alternative tunisienne. Performance filmée le 29 septembre 2023 au Trabendo, Paris. ------------------------- More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;deena abdelwahed,deena abdelwahed live,deena,abdelwahed,deena abdelwahed arte,deena abdelwahed arte mix o trabendo,arte,concert,arte concert,arte mix o trabendo,arte mix o trabendo 2023,deena abdelwahed arte concert,live,electro,set,dj,electro set,infiné,techno,electronic music;24;Entertainment;Electronic_music,Music;PT1H46M2S;2762;2d;hd;FALSE;;;https://i.ytimg.com/vi/pmIEpTLUWeo/maxresdefault.jpg;1;;;;8131;153;;0;12
224;ARTE Concert;VldS6EW1FNU;2023-09-30T18:31:07Z;2023-09-30 18:31:07;Elise Massoni : live at ARTE Mix O Trabendo 2023;"#ELISEMASSONI #ARTEMIXOTRABENDO La relève de la scène techno parisienne est déjà bien installée. Et pour la représenter, c’est Elise Massoni qui passe derrière les platine d’ARTE Mix o Trabendo ! Un peu comme ce qu’il s’est passé avec le rock ou encore le rap, la techno a enfanté tellement de sous-genres que le terme en lui même ne se raccroche plus à grand chose. Car du chemin a été parcouru depuis les pionniers du genre qui officiaient alors dans les entrepôts de Detroit. Cette évolution, il suffit d’écouter la nouvelle génération de producteurs étiquetés ""techno"" pour la constater. Parmi eux, la parisienne Elise Massoni qui, à grand renfort de sets qui tapent vite et fort, s’est frayée un chemin dans les plus grandes instances du monde de la musique technoïde. Berghain, Fabric, Hör ou encore le Peacock Festival figurent notamment au tableau de chasse de cette DJ/productrice qui a su faire de sa musique un univers luxuriant où le foisonnement des sonorités vient caresser la dureté d’un kick implacable. Difficile donc de caser Elisa Massoni dans un genre (ou un sous-genre, ou un sous-sous-genre) précis, mais une chose est sûre : on a beau ne pas savoir exactement de quoi il s’agit, on est sûr que vous allez aimer ! Performance filmée le 29 septembre 2023 au Trabendo, Paris. --------------------- [AVAILABLE UNTIL 29/09/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/";elise massoni,elise,massoni,elise massoni arte,elise massoni arte concert,arte,concert,arte concert,electronic music,dj,set,electro music,dj set,techno,elise massoni live,elise massoni tourmaline,live,music;24;Entertainment;Electronic_music,Music,Rock_music;PT1H46M52S;2812;2d;hd;FALSE;;;https://i.ytimg.com/vi/VldS6EW1FNU/maxresdefault.jpg;1;;;;10573;296;;0;17
225;ARTE Concert;V6CLcUfxU5M;2023-09-30T16:00:31Z;2023-09-30 16:00:31;E-Talking bei Chat with a DJ - ARTE Concert;Emmanuel Corre ist E-Talking. Der junge Franzose war bis vor kurzem vor allem als eine Hälfte des Techno-Duos Nummer bekannt. Seit kurzem ist er auch solo unterwegs und das neueste Signing auf Paramidas Label Love On The Rocks. Corre verkörpert die Label-MO perfekt. Zwirbelnde Acid-Lines, Trance-induzierende Pads und upliftende Piano-Stabs machen seinen House-Sound zum absoluten Euphorieverstärker.  ChatWithA_DJ: In der neuen Staffel „ChatWithA_DJ“ lässt ARTE Concert wieder die Mischpulte glühen! Ab Donnerstag, den 14. September lädt « ChatWithA_DJ » alle zwei Wochen ab 20 Uhr drei KünstlerInnen sowohl aus der elektronischen Musikszene, als auch aus dem Rap und Hiphop in das exklusive ChatWithA_DJ LED-Studio in Berlin ein, um je ein 60 Minütiges DJ Set zu spielen. Während des Sets kann die Community im Chat Fragen stellen, die dann im anschließenden Talk von den DJs beantwortet werden. Das Ganze ist live auf dem ARTE-Channel auf Twitch: https://www.twitch.tv/arte_tv und wird von Josi Miller moderiert. Die Aufzeichnung der Musicacts gibt es im Anschluss hier auf YouTube zu sehen. Visuals by Jem The Misfit ____________ [AVAILABLE UNTIL 30/09/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;E-Talking,House,DJ,Chat with a DJ,Chat with a DJ 2023,ARTE Concert,ARTE,Love On The Rocks;10;Music;Electronic_music,Music;PT1H1M42S;102;2d;hd;FALSE;;;https://i.ytimg.com/vi/V6CLcUfxU5M/maxresdefault.jpg;1;;;;2968;92;;0;2
226;ARTE Concert;Lo9AndVp1os;2023-09-30T10:00:47Z;2023-09-30 10:00:47;Cheap House : live at ARTE Mix O Trabendo 2023;#CHEAPHOUSE Amener le jazz dans les clubs, voilà le credo du groupe Cheap House. Avec ce concert du quatuor strasbourgeois à ARTE Mix o Trabendo, c’est chose faite ! Cheap House conjugue les talents de Nils au synthétiseur, Paul au saxophone, Théo à la basse et Matthieu à la batterie. Ce quartet est une extension du collectif Omezis (à qui on doit également le trio Emile Londonien, filmé en Concerts Volants quelques mois avant l’édition 2023 d’ARTE Mix o Trabendo) et a un objectif : faire exploser tous les carcans. Ensemble, les quatre musiciens déploient les rythmes entêtants de la techno et de la house à partir d’instruments organiques, le tout porté par l’énergie de l’improvisation. Cette démarche a titillé l’attention du génial producteur Arnaud Rebotini qui a aidé le groupe à trouver son plein potentiel, en studio comme sur scène. C’est en effet en live que Cheap House s’apprécie le mieux. A chaque performance, l’osmose qui relie le quartet attrape bien vite le public, qui, grâce à la plasticité de l’improvisation, devient à son tour acteur du concert. Sans surprise, le live de Cheap House à ARTE Mix o Trabendo n’a pas fait exception. Concert filmé le 29 septembre 2023 au Trabendo, Paris. ---------------------------- [AVAILABLE UNTIL 29/09/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;cheap house,cheap house arte,cheap house arte concert,cheap,house,arte,concert,arte concert,arte mix o trabendo,cheap house live,jazz,techno,house music,arte mix o trabendo 2023,cheap house arte mix,live,music;24;Entertainment;Electronic_music,Jazz,Music,Rock_music;PT1H7M58S;478;2d;hd;FALSE;;;https://i.ytimg.com/vi/Lo9AndVp1os/maxresdefault.jpg;1;;;;4972;125;;0;5
227;ARTE Concert;btD1_7shHB4;2023-09-30T03:35:15Z;2023-09-30 03:35:15;Jeff Mills, Cheap House, Molly, Elise Massoni, Deena Abdelwahed - ARTE Mix o Trabendo;🇫🇷 ARTE Mix o Trabendo revient pour une onzième édition ! La grande soirée électro d’ARTE Concert réunit un nouveau plateau trié sur le volet pour près de neuf heures de musique live. De quoi ravir les noctambules, sur place comme derrière l’écran. Fidèle à ses habitudes, ARTE Mix o Trabendo fait une nouvelle fois rimer électronique avec éclectique grâce aux DJ sets de Deena Abdelwahed, Molly et Elise Massoni – la première étant l’une des grandes ambassadrices de la scène alternative tunisienne, les deux autres des figures montantes de l’electro hexagonal. S’y ajoutent un concert du quartet strasbourgeois Cheap House – à mi-chemin entre electro et jazz alternatif - et un live de Jeff Mills, inspiré de son dernier album Tomorrow Comes the Harvest, une création initiée par le regretté batteur virtuose d’afrobeat Tony Allen. Pour cette performance exceptionnelle, le producteur américain s’entoure de deux musiciens : le pianiste Jean-Phi Dary et le percussionniste franco-indien Prabhu Edouard. Concerts filmés le 29 septembre 2023 au Trabendo, Paris. ____________ 🇩🇪 ARTE Mix ø Trabendo feiert seine 11. Ausgabe. In dieser Nacht gibt es für beinahe neun Stunden allerfeinsten Live-Electro. ARTE Concert macht die Nacht zum Tag – vor Ort und vor den Bildschirmen. ARTE Mix ø Trabendo bleibt sich treu und hat für diese Nacht nur handverlesene Electro-Perlen ausgesucht. So präsentieren Deena Abdelwahed, Molly und Miley Serious ihre DJ-Sets. Erstere ist eine Botschafterin der alternativen Szene in Tunesien, Letztere offenbaren sich als aufstrebende Sterne am französischen Electro-Himmel. Dazu kommt ein Konzert des Straßburger Quartetts Cheap House mit ihrer Kombi aus Electro und Alternative Jazz. Und schließlich noch ein Live-Set von Jeff Mills, der sein neues Album vorstellt: Tomorrow Comes the Harvest entstand in Zusammenarbeit mit dem kürzlich verstorbenen virtuosen Afrobeat-Drummer Tony Allen. Bei dieser außergewöhnlichen Performance wird der US-amerikanische Produzent vom Pianisten Jean-Phi Dary und dem franko-indischen Percussionisten Prabhu Edouard unterstützt. Konzertmitschnitte vom 29. September 2023 im Trabendo, Paris. ____________ 🇬🇧 Dance all night long with the dream lineup of 2023's Arte Mix ø Trabendo. This year's session features Deena Abdelwahed, Elise Massoni, Molly, Cheap House as well as Jeff Mills feat. Jean-Phi Dary and Prabhu Edouard. ____________ SETLIST : 0:00 Jeff Mills - Tomorrow comes the harvest (feat. Jean Phi Dary & Prabhu Edouard) 1:12:27 Molly 2:58:11 Cheap House 4:12:40 Deena Abdelwahed 6:05:22 Elise Massoni [AVAILABLE UNTIL 28/03/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;jeff mills,jeff mills arte,cheap house,cheap house arte,molly arte,molly,elise massoni,elise massoni arte,deena abdelwahed arte,deena abdelwahed,arte,concert,arte concert,arte mix o trabendo,molly dj arte,elise massoni dj arte,mix,trabendo,arte mix o trabendo 2023,electro,electronic music,electro music;10;Music;Electronic_music,Jazz,Music;PT8H29S;29;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/btD1_7shHB4/maxresdefault.jpg;1;;;;29828;1000;;0;33
228;ARTE Concert;nAvl_FcWzmM;2023-09-30T00:58:22Z;2023-09-30 00:58:22;Molly - live at ARTE Mix O Trabendo 2023;#MOLLY #REXCLUB Résidente du Rex Club, Molly fait des infidélités au célèbre club parisien pour faire danser le public d’ARTE Mix o Trabendo. Troquer le bureau pour les platines, voici la destinée de Molly ! C’est en effet en tant que responsable communication que la jeune femme a d’abord poussé la porte du Rex Club avant d’en devenir DJ résidente. On comprend tout à fait ce changement de vie : faire venir les noctambules c’est bien, les faire danser c’est encore mieux. Les sets sous influence techno et house de Molly résonnent maintenant bien plus loin que les grands boulevards parisiens. Que ce soit en tant que DJ, productrice ou patronne du label Récit De Voyage (RDV pour les intimes), l’artiste sillonne les clubs Europe, d’Aérique et d’Asie. Où qu’elle passe, Molly emporte le public grâce à son énergie communicative. Une reconversion professionnelle que le Ministère du Travail devrait citer comme exemple ! Molly n’en est pas arrivée là par hasard : elle a travaillé d’arrache-pied pour parfaire sa technique, et est constamment à la recherche de nouvelles inspirations et de talents prometteurs. Vous l’aurez compris : nous sommes très heureux d’accueillir Molly pour la onzième édition d’ARTE Mix o Trabendo ! Allez, on vous laisse  en profiter. Performance filmée le 29 septembre 2023 au Trabendo, Paris. ----------------------------------- 00:00 Molly live at ARTE Mix O Trabendo [AVAILABLE UNTIL 29/09/2024] More concerts on our website : https://www.arteconcert.com You can also find us on : Facebook : https://www.facebook.com/ARTEConcert/ Twitter : https://twitter.com/ARTEconcertFR Instagram FR : https://www.instagram.com/arteconcertfr/ Instagram DE : https://www.instagram.com/arteconcertde/;molly rex club,molly arte,molly arte mix,molly arte mix o trabendo,arte,concert,arte concert,arte mix o trabendo,arte mix,arte mix o trabendo 2023,house,electronic,house music,molly rex,molly dj,molly dj set,electro music,récit de voyage,live,music,electro;24;Entertainment;Electronic_music,Music;PT1H46M29S;2789;2d;hd;FALSE;;fr;https://i.ytimg.com/vi/nAvl_FcWzmM/maxresdefault.jpg;1;;;;9692;261;;0;38
