"channelTitle","videoId","videoTitle","release_date","release_time","duration","codeSubject","viewCount","likeCount","commentCount","defaultLAudioLanguage","videoDescription","tags","videoCategoryId","videoCategoryLabel","topicCategories","caption"
"Corey Schafer","x0Uguu7gqgk","Matplotlib Tutorial (Part 5): Filling Area on Line Plots",2019-06-14,"15:00:16","15:18","Matplotlib",96043,2586,94,"en","In this video, we will be learning how to fill between our line plots in Matplotlib. This video is sponsored by Brilliant. Go to https://brilliant.org/cms to sign up for free. Be one of the first 200 people to sign up with this link and get 20% off your premium subscription. In this Python Programming video, we will be learning how to fill between our line plots in Matplotlib. Not only can this make our graphs look more professional, but we can also add useful information by filling areas based on specific thresholds. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/Matplotlib-05 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Matplotlib","matplotlib,python,python matplotlib,data science,data analytics,data visualization,python plotting,python graphing,matplotlib tutorial,fill_between,matplotlib fill,matplotlib (software),python (programming language),data analysis,python tutorial,corey schafer,python programming,matplotlib fill between",27,"Education","Knowledge","false"
"Corey Schafer","xN-Supd4H38","Matplotlib Tutorial (Part 4): Stack Plots",2019-06-13,"15:00:07","14:49","Matplotlib",102276,2570,75,"en","In this video, we will be learning how to create stack plots in Matplotlib. This video is sponsored by Brilliant. Go to https://brilliant.org/cms to sign up for free. Be one of the first 200 people to sign up with this link and get 20% off your premium subscription. In this Python Programming video, we will be learning how to create stack plots in Matplotlib. Sometimes these are called Area Charts. These are similar to pie charts, but instead of showing us the proportions at a single instant, these allow us to see the proportions over a series of points. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/Matplotlib-04 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Matplotlib","matplotlib,python,python matplotlib,data science,data analytics,data visualization,python plotting,python graphing,matplotlib tutorial,stack plot,stack chart,area plot,area chart,python stack plot,python (programming language),matplotlib (software),python tutorial,corey schafer,python programming",27,"Education","Knowledge","false"
"Corey Schafer","MPiz50TsyF0","Matplotlib Tutorial (Part 3): Pie Charts",2019-06-12,"15:00:04","17:02","Matplotlib",146385,3510,93,"en","In this video, we will be learning how to create pie charts in Matplotlib. This video is sponsored by Brilliant. Go to https://brilliant.org/cms to sign up for free. Be one of the first 200 people to sign up with this link and get 20% off your premium subscription. In this Python Programming video, we will be learning how to create pie charts in Matplotlib. Pie charts are great for visualizing your data in a way that clearly shows the proportions of each category. We'll learn how to plot a pie chart, customize how it looks, and more. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/Matplotlib-03 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Matplotlib","matplotlib,python,python matplotlib,data science,data analytics,data visualization,python plotting,python graphing,matplotlib tutorial,pie chart,pie plot,python pie chart,matplotlib (software),python (programming language),python tutorial,corey schafer,python programming,most popular programming language,most popular programming languages 2019",27,"Education","Knowledge","false"
"Corey Schafer","nKxLfUrkLE8","Matplotlib Tutorial (Part 2): Bar Charts and Analyzing Data from CSVs",2019-06-11,"15:00:11","34:26","Matplotlib",323472,6445,341,"en","In this video, we will be learning how to create bar charts in Matplotlib. This video is sponsored by Brilliant. Go to https://brilliant.org/cms to sign up for free. Be one of the first 200 people to sign up with this link and get 20% off your premium subscription. In this Python Programming video, we will be learning how to create bar charts in Matplotlib. Bar charts are great for visualizing your data in a way where you can clearly see the total values for each category. We'll learn how to create basic bar charts, bar charts with side-by-side bars, and also horizontal bar charts. We will also learn how to load our data from a CSV file instead of having it directly in our script. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/Matplotlib-02 CSV Tutorial - https://youtu.be/q5uM4VKywbA ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Matplotlib","matplotlib,python,python matplotlib,data science,data analytics,data visualization,python plotting,python graphing,matplotlib tutorial,bar chart,bar graph,bar plot,python bar chart,python matplotlib tutorial,matplotlib (software),python (programming language),python tutorial,corey schafer,python programming,pandas,csv,python pandas,pandas read_csv,pandas plot",27,"Education","Knowledge","false"
"Corey Schafer","UO98lJQ3QGI","Matplotlib Tutorial (Part 1): Creating and Customizing Our First Plots",2019-06-10,"15:00:04","35:01","Matplotlib",963317,17705,567,"en","In this video, we will be learning how to get started with Matplotlib. This video is sponsored by Brilliant. Go to https://brilliant.org/cms to sign up for free. Be one of the first 200 people to sign up with this link and get 20% off your premium subscription. In this Python Programming video, we will be learning how to get started with Matplotlib. Matplotlib is a plotting library with a lot of functionality for visualizing our data in an easy to digest format. We will learn how to make simple line plots, customize our graphs, and the basics of working with Matplotlib. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/Matplotlib-01 Virtual Environment Tutorial - https://youtu.be/Kg1Yvry_Ydk Jupyter Notebook Tutorial - https://youtu.be/HW29067qVWk Matplotlib Format Strings - http://bit.ly/Matplotlib-Fmt-Str ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Matplotlib","matplotlib,python,python matplotlib,data science,data analytics,data visualization,python plotting,python graphing,matplotlib (software),python (programming language),python tutorial,corey schafer,python programming,line plot,matplotlib tutorial",27,"Education","Knowledge","false"
"Corey Schafer","-nh9rCzPJ20","Visual Studio Code (Windows) - Setting up a Python Development Environment and Complete Overview",2019-05-01,"17:45:01","15:17","Python",701441,11281,493,"en","In this Python Programming Tutorial, we will be learning how to set up a Python development environment in VSCode on Windows. VSCode is a very nice free editor for writing Python applications and many developers are now switching over to this editor. In this video, we will learn how to install VSCode, get the Python extension installed, how to change Python interpreters, create virtual environments, format/lint our code, how to use Git within VSCode, how to debug our programs, how unit testing works, and more. We have a lot to cover, so let's go ahead and get started... VSCode on MacOS - https://youtu.be/06I63_p-2A4 Timestamps for topics in this tutorial: Installation - 1:13 Python Extension - 5:48 Switching Interpreters - 10:04 Changing Color Themes - 12:35 VSCode Settings - 16:16 Set Default Python - 21:33 Using Virtual Environments - 25:10 IntelliSense - 29:45 Code Formatting - 32:13 Code Linting - 37:06 Code Runner Extension - 39:42 Git Integration - 47:44 Use Different Terminal - 51:07 Debugging - 58:45 Unit Testing - 1:03:25 Zen Mode - 1:09:55 VSCode Site - https://code.visualstudio.com/ Python Installation - https://youtu.be/YYXdXT2l-Gg Source Code Pro - https://github.com/adobe-fonts/source-code-pro VENV Tutorial - https://youtu.be/APOPm01BVrk Git Tutorial - https://youtu.be/HVsySz-h9r4 Unit Testing Tutorial - https://youtu.be/6tNS--WetLI My VSCode Settings - http://bit.ly/vscode-coreyms ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #VSCode","visual studio code,vs code,visual studio,vscode,python,vscode python,python visual studio,vscode setup,visual studio code setup,python in visual studio code,python development environment,vscode windows,python vs code,vs code windows,python windows vscode,python mac vs code,python tutorial,corey schafer,python programming",27,"Education","Knowledge,Technology","false"
"Corey Schafer","06I63_p-2A4","Visual Studio Code (Mac) - Setting up a Python Development Environment and Complete Overview",2019-05-01,"17:45:01","15:44","Mac",268546,4602,262,"en","In this Python Programming Tutorial, we will be learning how to set up a Python development environment in VSCode on MacOS. VSCode is a very nice free editor for writing Python applications and many developers are now switching over to this editor. In this video, we will learn how to install VSCode, get the Python extension installed, how to change Python interpreters, create virtual environments, format/lint our code, how to use Git within VSCode, how to debug our programs, how unit testing works, and more. We have a lot to cover, so let's go ahead and get started... VSCode on Windows - https://youtu.be/-nh9rCzPJ20 Timestamps for topics in this tutorial: Installation - 1:11 Python Extension - 6:21 Switching Interpreters - 10:16 Changing Color Themes - 13:08 VSCode Settings - 17:12 Set Default Python - 22:24 Using Virtual Environments - 25:52 IntelliSense - 30:28 Code Formatting - 33:08 Code Linting - 38:01 Code Runner Extension - 40:45 Git Integration - 49:05 Debugging - 58:15 Unit Testing - 1:02:38 Zen Mode - 1:10:42 VSCode Site - https://code.visualstudio.com/ Python Installation - https://youtu.be/YYXdXT2l-Gg Source Code Pro - https://github.com/adobe-fonts/source-code-pro VENV Tutorial - https://youtu.be/Kg1Yvry_Ydk Git Tutorial - https://youtu.be/HVsySz-h9r4 Unit Testing Tutorial - https://youtu.be/6tNS--WetLI My VSCode Settings - http://bit.ly/vscode-coreyms ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #VSCode","visual studio code,vs code,visual studio,vscode,python,vscode python,python visual studio,vscode setup,visual studio code setup,python development environment,python in visual studio code,vscode mac,visual studio mac,python vs code,vs code mac,python mac vscode,python mac vs code,python tutorial,corey schafer,python programming",27,"Education","Knowledge,Technology","false"
"Corey Schafer","_JGmemuINww","Python Tutorial: Clarifying the Issues with Mutable Default Arguments",2019-04-24,"15:30:00","16:04","Python",34326,1344,87,"en","In this Python Programming Tutorial, we will be clarifying the issues with mutable default arguments. We discussed this in my last video titled ""5 Common Python Mistakes and How to Fix Them"", but I received many comments from people who were still confused. So we will be doing a deeper dive to explain exactly what is going on here. Let's get started... 5 Common Python Mistakes - https://youtu.be/zdJEYhA2AZQ ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,mutable default argument,mutable default arguments python,mutable default arguments,python default arguments,python function default argument,python defaults,func_defaults,__defaults__,default arguments,python functions,corey schafer,lists as arguments,functions in python",27,"Education","Knowledge","false"
"Corey Schafer","zdJEYhA2AZQ","5 Common Python Mistakes and How to Fix Them",2019-04-22,"17:45:00","29:19","Python",283254,7562,215,"en","This video is sponsored by Skillshare. Be one of the first 500 people to sign up with this link and get 2 free months of Skillshare Premium: https://skl.sh/coreyschafer2 In this Python Programming Tutorial, we will be going over some of the most common mistakes. I get a lot of questions from people every day, and I have seen a lot of people making these same mistakes in their code. So we will investigate each of these common mistakes and also look at the fixes for each other these as well. Here are the timestamps for each topic we will cover... 1) Indentation and Spaces - 0:45 2) Naming Conflicts - 4:12 3) Mutable Default Args - 10:05 4) Exhausting Iterators - 16:35 5) Importing with * - 22:13 PATH Tutorial - https://youtu.be/OdIHeg4jj2c Iterators Tutorial - https://youtu.be/jTYiNjvnHZY Generators Tutorial - https://youtu.be/bD05uGo_sVI ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python","python,IndentationError,python indentation,python indentation error,python file naming,python variable naming,python import error,python importerror,mutable default arguments,mutable default args,python common errors,python common mistakes,python exhaust,python generator,python iterator,python import *,import *,from import *,python from import,python gotchas,python exceptions,python tutorial,corey schafer,python programming",27,"Education","Knowledge,Technology","false"
"Corey Schafer","kIdiWut8eD8","How I Setup a New Development Machine - Using Scripts to Automate Installs and Save Time",2019-04-15,"17:45:01","28:21","Mac",56789,1280,68,"en","In this video, I'll be showing how I set up a new development machine. I recently got a new MacBook and wanted to show how I use scripts to automate a lot of this process. It used to take me a lot of time to install all of my software and get everything set up the way I like it. Now I use these automated scripts to do this in minutes. Let's get started... My Dotfiles - https://github.com/CoreyMSchafer/dotfiles Homebrew Tutorial - https://youtu.be/SELYgZvAZbU Dotfiles Tutorial - https://youtu.be/c5RZWDLqifA ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #MacBook #MacBookPro","mac,macbook,macbook pro,macbook pro setup,macbook pro developer setup,macbook pro developer,macbook pro developer review,macbook 2017,dev machine,dev machine setup,setup macbook pro,setup macbook pro for development,setup macbook pro for web development,python macbook,macbook programming,software (industry),corey schafer,automated setup,github,bash scripting,homebrew,homebrew cask,cask,brew,homebrew mac",27,"Education","Knowledge,Technology","false"
"Corey Schafer","1lxrb_ezP-g","How to Write Python Scripts to Analyze JSON APIs and Sort Results",2019-04-09,"19:00:00","48:43","Python",156762,3438,150,"en","In this Python Programming Tutorial, we will be learning how to grab data from a JSON API, parse out the information we want, and then sort the data using a custom key. The API we will be using is a JSON API for Homebrew Packages and we will be sorting the packages by their popularity. We cover a lot of topics in this tutorial. We will be using the Requests Library, converting to/from JSON, reading and writing to files, writing our own sorting function, and more. Let's get started... Homebrew Packages - https://formulae.brew.sh/formula/ Homebrew Analytics - https://formulae.brew.sh/analytics/ Requests Tutorial - https://youtu.be/tb8gHvYlCFs JSON Tutorial - https://youtu.be/9N6a-VLBa2I Sorting Tutorial - https://youtu.be/D3JvDWO-BY4 List Comprehensions - https://youtu.be/3dt4OGnU5sM ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #JSON #API","python,json,requests,python api,python apis,python json api,json api,python tutorial,python json,python json tutorial,python json parsing,parse json,python json data,json api tutorial,json api python,python api tutorial,python api request,python api json,parse api response python,parse api,python sorting,python list comprehension,homebrew,homebrew packages,json python,python json dictionary,corey schafer,data science",27,"Education","Knowledge,Technology","false"
"Corey Schafer","SELYgZvAZbU","Homebrew Tutorial: Simplify Software Installation on Mac Using This Package Manager",2019-04-09,"16:15:01","20:02","Mac",193620,3632,143,"en","In this video, we'll be learning how to use the Homebrew Package Manager on MacOS. Brew allows us to easily install command-line tools with a simple command. We can also install native applications for Mac using Brew Cask. I often use these commands in scripts to install a lot of new software quickly and easily on new machines. Let's get started... Homebrew Homepage - https://brew.sh/ Homebrew Formulas - https://formulae.brew.sh/formula/ Homebrew FAQ - https://docs.brew.sh/FAQ ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Homebrew #Brew #Mac","homebrew,brew,mac homebrew,mac brew,homebrew install,homebrew tutorial,mac package manager,mac install,homebrew mac tutorial,install homebrew,package manager,homebrew on mac,how to install homebrew on mac,mac os x,os x (operating system),mac os,homebrew mac video tutorial,homebrew package manager,corey schafer,mac setup",27,"Education","Knowledge,Technology","false"
"Corey Schafer","APOPm01BVrk","Python Tutorial: VENV (Windows) - How to Use Virtual Environments with the Built-In venv Module",2019-04-02,"15:30:01","17:10","Python",541544,11790,527,"en","In this Python Programming Tutorial, we will be learning how to use virtual environments on the Windows operating systems with the built-in venv module. We will learn how to create them, activate them, remove them, and much more. Let's get started... VENV (Mac & Linux) - https://youtu.be/Kg1Yvry_Ydk ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #venv","python,python venv,venv,virtualenv,python virtualenv,python virtual environments,virtual environment,python packages,python tutorial,python 3,corey schafer,python programming,python tutorials,virtual environments",27,"Education","Knowledge,Technology","false"
"Corey Schafer","Kg1Yvry_Ydk","Python Tutorial: VENV (Mac & Linux) - How to Use Virtual Environments with the Built-In venv Module",2019-04-02,"15:30:00","14:18","Mac",268472,7571,230,"en","In this Python Programming Tutorial, we will be learning how to use virtual environments on the Mac and Linux operating systems with the built-in venv module. We will learn how to create them, activate them, remove them, and much more. Let's get started... VENV (Windows) - https://youtu.be/APOPm01BVrk ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #venv","python,python venv,python virtual environment,virtual environment,virtual environments,python virtualenv,python packages,python tutorial,venv,virtualenv,python 3,corey schafer,python package,python programming,python tutorials",27,"Education","Knowledge,Technology","false"
