position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
41;Corey Schafer;kIdiWut8eD8;2019-04-15T17:45:01Z;2019-04-15 17:45:01;How I Setup a New Development Machine - Using Scripts to Automate Installs and Save Time;In this video, I'll be showing how I set up a new development machine. I recently got a new MacBook and wanted to show how I use scripts to automate a lot of this process. It used to take me a lot of time to install all of my software and get everything set up the way I like it. Now I use these automated scripts to do this in minutes. Let's get started... My Dotfiles - https://github.com/CoreyMSchafer/dotfiles Homebrew Tutorial - https://youtu.be/SELYgZvAZbU Dotfiles Tutorial - https://youtu.be/c5RZWDLqifA ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #MacBook #MacBookPro;mac,macbook,macbook pro,macbook pro setup,macbook pro developer setup,macbook pro developer,macbook pro developer review,macbook 2017,dev machine,dev machine setup,setup macbook pro,setup macbook pro for development,setup macbook pro for web development,python macbook,macbook programming,software (industry),corey schafer,automated setup,github,bash scripting,homebrew,homebrew cask,cask,brew,homebrew mac;27;Education;Knowledge,Technology;PT28M21S;1701;2d;hd;FALSE;;en;https://i.ytimg.com/vi/kIdiWut8eD8/maxresdefault.jpg;1;;;;56789;1280;;0;68
42;Corey Schafer;1lxrb_ezP-g;2019-04-09T19:00:00Z;2019-04-09 19:00:00;How to Write Python Scripts to Analyze JSON APIs and Sort Results;In this Python Programming Tutorial, we will be learning how to grab data from a JSON API, parse out the information we want, and then sort the data using a custom key. The API we will be using is a JSON API for Homebrew Packages and we will be sorting the packages by their popularity. We cover a lot of topics in this tutorial. We will be using the Requests Library, converting to/from JSON, reading and writing to files, writing our own sorting function, and more. Let's get started... Homebrew Packages - https://formulae.brew.sh/formula/ Homebrew Analytics - https://formulae.brew.sh/analytics/ Requests Tutorial - https://youtu.be/tb8gHvYlCFs JSON Tutorial - https://youtu.be/9N6a-VLBa2I Sorting Tutorial - https://youtu.be/D3JvDWO-BY4 List Comprehensions - https://youtu.be/3dt4OGnU5sM ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #JSON #API;python,json,requests,python api,python apis,python json api,json api,python tutorial,python json,python json tutorial,python json parsing,parse json,python json data,json api tutorial,json api python,python api tutorial,python api request,python api json,parse api response python,parse api,python sorting,python list comprehension,homebrew,homebrew packages,json python,python json dictionary,corey schafer,data science;27;Education;Knowledge,Technology;PT48M43S;2923;2d;hd;FALSE;;en;https://i.ytimg.com/vi/1lxrb_ezP-g/maxresdefault.jpg;1;;;;156762;3438;;0;150
43;Corey Schafer;SELYgZvAZbU;2019-04-09T16:15:01Z;2019-04-09 16:15:01;Homebrew Tutorial: Simplify Software Installation on Mac Using This Package Manager;In this video, we'll be learning how to use the Homebrew Package Manager on MacOS. Brew allows us to easily install command-line tools with a simple command. We can also install native applications for Mac using Brew Cask. I often use these commands in scripts to install a lot of new software quickly and easily on new machines. Let's get started... Homebrew Homepage - https://brew.sh/ Homebrew Formulas - https://formulae.brew.sh/formula/ Homebrew FAQ - https://docs.brew.sh/FAQ ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Homebrew #Brew #Mac;homebrew,brew,mac homebrew,mac brew,homebrew install,homebrew tutorial,mac package manager,mac install,homebrew mac tutorial,install homebrew,package manager,homebrew on mac,how to install homebrew on mac,mac os x,os x (operating system),mac os,homebrew mac video tutorial,homebrew package manager,corey schafer,mac setup;27;Education;Knowledge,Technology;PT20M2S;1202;2d;hd;FALSE;;en;https://i.ytimg.com/vi/SELYgZvAZbU/maxresdefault.jpg;1;;;;193620;3632;;0;143
44;Corey Schafer;APOPm01BVrk;2019-04-02T15:30:01Z;2019-04-02 15:30:01;Python Tutorial: VENV (Windows) - How to Use Virtual Environments with the Built-In venv Module;In this Python Programming Tutorial, we will be learning how to use virtual environments on the Windows operating systems with the built-in venv module. We will learn how to create them, activate them, remove them, and much more. Let's get started... VENV (Mac & Linux) - https://youtu.be/Kg1Yvry_Ydk ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #venv;python,python venv,venv,virtualenv,python virtualenv,python virtual environments,virtual environment,python packages,python tutorial,python 3,corey schafer,python programming,python tutorials,virtual environments;27;Education;Knowledge,Technology;PT17M10S;1030;2d;hd;FALSE;;en;https://i.ytimg.com/vi/APOPm01BVrk/maxresdefault.jpg;1;;;;541544;11790;;0;527
45;Corey Schafer;Kg1Yvry_Ydk;2019-04-02T15:30:00Z;2019-04-02 15:30:00;Python Tutorial: VENV (Mac & Linux) - How to Use Virtual Environments with the Built-In venv Module;In this Python Programming Tutorial, we will be learning how to use virtual environments on the Mac and Linux operating systems with the built-in venv module. We will learn how to create them, activate them, remove them, and much more. Let's get started... VENV (Windows) - https://youtu.be/APOPm01BVrk ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #venv;python,python venv,python virtual environment,virtual environment,virtual environments,python virtualenv,python packages,python tutorial,venv,virtualenv,python 3,corey schafer,python package,python programming,python tutorials;27;Education;Knowledge,Technology;PT14M18S;858;2d;hd;FALSE;;en;https://i.ytimg.com/vi/Kg1Yvry_Ydk/maxresdefault.jpg;1;;;;268472;7571;;0;230
46;Corey Schafer;C-gEQdGVXbk;2019-03-25T17:30:00Z;2019-03-25 17:30:00;10 Python Tips and Tricks For Writing Better Code;This video is sponsored by Skillshare. Be one of the first 500 people to sign up with this link and get 2 free months of Skillshare Premium: https://skl.sh/coreyschafer In this Python Programming video, we will be going over 10 tips and tricks for writing Pythonic code. Here are the timestamps for each topic we will cover... 1) Ternary Conditionals - 0:34 2) Underscore Placeholders - 2:13 3) Context Managers - 4:25 4) Enumerate - 6:50 5) Zip - 8:52 6) Unpacking - 13:02 7) Setattr/Getattr - 19:08 8) GetPass - 26:24 9) Python dash m - 29:18 10) Help/Dir - 33:17 Context Managers Tutorial - https://youtu.be/-aKFBoZpiqA Sys.path Tutorial - https://youtu.be/CqvZ3vGoGs0 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,python tips and tricks,python programming,python tutorial,ternary operator,python ternary operator,python ternary,ternary conditional,python underscore,context manager,enumerate,python enumerate,python zip,python zip function,python unpacking,python setattr,python getattr,python dash m,python -m,python help function,python dir function,skillshare,skillshare.com,clean code,how to write clean code,corey schafer,pythonic;27;Education;Knowledge,Technology;PT39M21S;2361;2d;hd;FALSE;;en;https://i.ytimg.com/vi/C-gEQdGVXbk/maxresdefault.jpg;1;;;;1372923;40142;;0;983
47;Corey Schafer;JRCJ6RtE3xU;2019-03-18T17:00:03Z;2019-03-18 17:00:03;How to Send Emails Using Python - Plain Text, Adding Attachments, HTML Emails, and More;In this Python Programming Tutorial, we will be learning how to send emails. We'll start with simple plain text emails and then learn how to construct more advanced messages. We will learn how to attach images, PDFs, create HTML messages, and more. Let's get started... The code from this video can be found at: http://bit.ly/python-emails Google Account Settings: https://myaccount.google.com/lesssecureapps https://myaccount.google.com/apppasswords Environment Variables (Windows) - https://youtu.be/IolxqkL7cD8 Environment Variables (Mac and Linux) - https://youtu.be/5iWhQWVXosU Lists Tutorial - https://youtu.be/W8KRzm-HUcc ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,email,smtp,smtplib,how to send email in python,how to send email using python,python email sending,how to send an email with python,python email,python email attachment,EmailMessage,python programming,python tutorial,corey schafer,email tutorial,python gmail,python send email;27;Education;Knowledge,Technology;PT31M57S;1917;2d;hd;FALSE;;en;https://i.ytimg.com/vi/JRCJ6RtE3xU/maxresdefault.jpg;1;;;;452162;9733;;0;728
48;Corey Schafer;a6fIbtFB46g;2019-03-11T20:15:02Z;2019-03-11 20:15:02;Python Tutorial: Web Scraping with Requests-HTML;In this Python Programming Tutorial, we will be learning how to scrape websites using the Requests-HTML library. Requests-HTML is an excellent tool for parsing HTML code and grabbing exactly the information you need. So whether you're pulling down headlines from news sites, scores from sports websites, or prices from an online store... Requests-HTML and Python will help you get this done quickly and easily. Let's get started... The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Python/Requests-HTML File Objects Tutorial - https://youtu.be/Uh2ebFW8OYM Requests Tutorial - https://youtu.be/tb8gHvYlCFs F-Strings Tutorial - https://youtu.be/nghuHvKLhJA Try/Except Tutorial - https://youtu.be/NIWwJbo-9_8 CSV Tutorial - https://youtu.be/q5uM4VKywbA ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Requests;python,requests-html tutorial,requests-html,requests,python requests,python requests-html,web scraping,scraping,python html,python html parsing,web crawler,string parsing,parse html,python csv,corey schafer,python3,programming tutorial,requests library,python web scraping,python tutorial,python web scraping tutorial;27;Education;Knowledge,Technology;PT56M27S;3387;2d;hd;FALSE;;en;https://i.ytimg.com/vi/a6fIbtFB46g/maxresdefault.jpg;1;;;;187118;3447;;0;203
49;Corey Schafer;yqm6MBt-yfY;2019-03-04T18:45:00Z;2019-03-04 18:45:00;Python Tutorial: Write a Script to Monitor a Website, Send Alert Emails, and Reboot Servers;In this Python Programming Tutorial, we're going to be looking at a real-world example of writing a script to monitor a website. If the website doesn't return a successful response for any reason then we will send an email and reboot the web server. Let's get started... The code from this video (with added logging) can be found at: http://bit.ly/monitor-script Google Account Settings: https://myaccount.google.com/lesssecureapps https://myaccount.google.com/apppasswords Requests Video - https://youtu.be/tb8gHvYlCFs Environment Variables (Windows) - https://youtu.be/IolxqkL7cD8 Environment Variables (Mac and Linux) - https://youtu.be/5iWhQWVXosU Try/Except Video - https://youtu.be/NIWwJbo-9_8 F-String Video - https://youtu.be/nghuHvKLhJA Crontab Video - https://youtu.be/QZJ1drMQz1A ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;python,script,python script,monitor,requests,smtplib,email,linode,server reboot,python tutorial,python (programming language),website monitoring,corey schafer,python programming,python email,python linode,python sys admin,system administration,python monitor script,linode python library,using requests,requests tutorial;27;Education;Knowledge,Technology;PT45M59S;2759;2d;hd;FALSE;;en;https://i.ytimg.com/vi/yqm6MBt-yfY/maxresdefault.jpg;1;;;;154031;2936;;0;103
50;Corey Schafer;tb8gHvYlCFs;2019-02-26T15:45:00Z;2019-02-26 15:45:00;Python Requests Tutorial: Request Web Pages, Download Images, POST Data, Read JSON, and More;In this Python Programming Tutorial, we will be learning how to use the Requests library. The Requests library allows us to send HTTP requests and interact with web pages. We will be learning how to grab the source code of a site, download images, POST form data to routes, read JSON responses, perform authentication, and more. Let's get started... BeautifulSoup Tutorial - https://youtu.be/ng2o98k983k File Objects Tutorial - https://youtu.be/Uh2ebFW8OYM ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Requests;python,requests,python requests,requests tutorial,using requests,learn requests,HTTP,HTTP requests,GET,POST,PUT,DELETE,web scraping,download image,API,APIs,JSON,requests library,log in,login,basic auth,basic authentication,python 3,python tutorial,python programming,corey schafer,how to use requests,request;27;Education;Knowledge,Technology;PT25M1S;1501;2d;hd;TRUE;;en;https://i.ytimg.com/vi/tb8gHvYlCFs/maxresdefault.jpg;1;;;;969465;18917;;0;505
51;Corey Schafer;6DI_7Zja8Zc;2019-02-19T17:30:01Z;2019-02-19 17:30:01;Python Django Tutorial: Deploying Your Application (Option #2) - Deploy using Heroku;In this Python Django Tutorial, we will be learning how to deploy our application to Heroku. Heroku is a platform that abstracts away a lot of the low-level system administration and allows us to easily deploy, update, and rollback changes for our application. Let's get started... Git Install - https://git-scm.com/downloads Heroku CLI Install - http://bit.ly/heroku-cli Postgres Install - http://bit.ly/heroku-postgres My requirements.txt file - http://bit.ly/django-req-txt-file Git Command-Line Fundamentals - https://youtu.be/HVsySz-h9r4 Gitignore file (Python) - http://bit.ly/py-ignore Environment Variables (Windows) - https://youtu.be/IolxqkL7cD8 Environment Variables (Mac and Linux) - https://youtu.be/5iWhQWVXosU ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Django;python,django,django deployment,django heroku,heroku,deploy to heroku,django deploy heroku,django tutorial,python django,deploy django,django deployment tutorial,django deployment heroku,gunicorn,django gunicorn,django 2,django 2.1,heroku tutorial,python heroku,heroku python,heroku django,postgres,heroku postgres,heroku cli,python tutorial,web development,corey schafer;27;Education;Knowledge,Technology;PT53M31S;3211;2d;hd;FALSE;;en;https://i.ytimg.com/vi/6DI_7Zja8Zc/maxresdefault.jpg;1;;;;279958;4790;;0;672
52;Corey Schafer;kt3ZtW9MXhw;2019-02-18T20:15:01Z;2019-02-18 20:15:01;Python Django Tutorial: Full-Featured Web App Part 13 - Using AWS S3 for File Uploads;In this Python Django Tutorial, we will be learning how to set up AWS S3 so that we can host our media files from that service instead of our local filesystem. AWS S3 is very affordable and will also allow our application to scale much more than if our files lived on our local filesystem. Let's get started... The code for this series can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Django_Blog S3 CORS Config - http://bit.ly/cors-config Environment Variables (Windows): https://youtu.be/IolxqkL7cD8 Environment Variables (Mac and Linux): https://youtu.be/5iWhQWVXosU ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Django;python,django,aws,s3,django 2,django 2.0,django 2.1,django version 2,django aws,django s3,django aws s3,django s3 file upload,django s3 heroku,django tutorial,aws s3,aws python boto,aws python tutorial,corey schafer,python tutorial,python programming,web development;27;Education;Knowledge,Technology;PT26M35S;1595;2d;hd;FALSE;;en;https://i.ytimg.com/vi/kt3ZtW9MXhw/maxresdefault.jpg;1;;;;153905;2473;;0;470
53;Corey Schafer;NhidVhNHfeU;2019-01-24T18:45:01Z;2019-01-24 18:45:01;Python Django Tutorial: How to enable HTTPS with a free SSL/TLS Certificate using Let's Encrypt;"In this Python Django Tutorial, we will be learning how to enable HTTPS on our web server with a free SSL/TLS certificate using a service called ""Let's Encrypt"". Let’s Encrypt is a Certificate Authority that lets anyone obtain, renew, and manage certificates for their site. They're a non-profit and provide all of this for free, and it's easy to get running on our server, so let's go ahead and get started... I am using Linode to host my site: http://bit.ly/cms-linode Apache/Ubuntu Certbot Commands: http://bit.ly/apache-certbot How to use Crontab and Cron Jobs: https://youtu.be/QZJ1drMQz1A ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Django";python,django,ssl,tls,let's encrypt,lets encrypt,apache,ubuntu,ubuntu 18.04,letsencrypt apache,let's encrypt apache,let's encrypt ubuntu,certbot,ssl certificate,https,how to https,tls certificate,secure site,free ssl,web development,corey schafer,linode,linux,https tutorial,ssl tutorial,certbot tutorial;27;Education;Knowledge,Technology;PT20M47S;1247;2d;hd;FALSE;;en;https://i.ytimg.com/vi/NhidVhNHfeU/maxresdefault.jpg;1;;;;141665;2313;;0;203
54;Corey Schafer;Gdys9qPjuKs;2019-01-24T18:30:00Z;2019-01-24 18:30:00;Python Flask Tutorial: How to enable HTTPS with a free SSL/TLS Certificate using Let's Encrypt;"In this Python Flask Tutorial, we will be learning how to enable HTTPS on our web server with a free SSL/TLS certificate using a service called ""Let's Encrypt"". Let’s Encrypt is a Certificate Authority that lets anyone obtain, renew, and manage certificates for their site. They're a non-profit and provide all of this for free, and it's easy to get running on our server, so let's go ahead and get started... I am using Linode to host my site: http://bit.ly/cms-linode Nginx/Ubuntu Certbot Commands: http://bit.ly/nginx-certbot How to use Crontab and Cron Jobs: https://youtu.be/QZJ1drMQz1A ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python #Flask";python,flask,ssl,tls,let's encrypt,lets encrypt,nginx,ubuntu,ubuntu 18.04,letsencrypt nginx,let's encrypt nginx,let's encrypt ubuntu,certbot,ssl certificate,https,how to https,tls certificate,secure site,free ssl,web development,corey schafer,linode,linux,https tutorial,ssl tutorial,certbot tutorial;27;Education;Knowledge,Technology;PT17M14S;1034;2d;hd;FALSE;;en;https://i.ytimg.com/vi/Gdys9qPjuKs/maxresdefault.jpg;1;;;;129871;2192;;0;164
